sample_id,group,label,ABCA13,ABCA3,ACADL,ACTG2,ACVRL1,ADH7,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ARMC3,ARMC4,ASPN,BPIFA1,BPIFB1,BTNL9,C11ORF88,C12ORF75,C1ORF194,C20ORF85,C6,C6ORF118,C9ORF135,CACNA2D2,CAPN13,CAPS,CAPSL,CASC1,CCDC113,CCDC146,CCDC17,CCDC60,CCDC80,CCL13,CCL18,CD24,CDH2,CDH3,CDHR3,CFH,CHST9,CLDN1,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CRISPLD1,CRTAC1,CSF3R,CTSK,CWH43,CXCL13,CXCL14,CYP24A1,DCDC1,DCLK1,DES,DIO2,DNAAF1,DNAH10,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DSC3,DTHD1,DUOX1,EFCAB1,EFHC2,ENKUR,F2RL3,FAM81B,FAM83D,FANK1,FAP,FCN3,FIBIN,FMO5,FNDC1,GEM,GOLM1,GPX3,GPX8,GRASP,GRIA1,GSTA1,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HPSE2,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IL13RA2,IL18R1,IL18RAP,IL1RL1,INMT,IQCG,IQUB,ITGB8,ITLN2,KLHL13,KRT15,KRT5,LRRC17,LRRC32,LRRC46,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MME,MMP7,MNS1,MORN5,MS4A15,MSMB,MT1M,MUC16,MUC4,MUC5B,MYH11,NECAB1,NEK10,NELL2,NPR1,OGN,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PEBP4,PGC,PIH1D2,PLA2G1B,PLA2G4F,PLLP,POSTN,PROM1,PRUNE2,PSD3,PTGFRN,PTPRB,RGS22,ROPN1L,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A8,S1PR1,SCGB3A1,SCN1A,SERPINI2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A4,SLCO2A1,SLCO4A1,SLN,SMAD6,SNTN,SPAG17,SPAG6,SPATA17,SPATA18,SPP1,ST6GALNAC1,STOML3,STOX1,SULF1,SYNPO2,SYTL2,TDO2,TEKT1,TGFB3,THY1,TMEM100,TMEM232,TMEM45A,TMPRSS4,TNC,TP63,TRIM2,TRIM29,TSPAN1,TTC25,VCAM1,VIPR1,VSIG1,VTCN1,VWA3B,WDR49,WDR63,WDR66,ZBBX,ZBTB16,ZNF385B,ZNF385D
GSM2978762,IPF,1,8.80709,8.28972,8.23624,11.2788,7.59405,7.95895,6.84656,8.34621,8.91415,8.49857,9.45606,7.94097,7.68149,5.94297,8.44135,8.67634,9.27231,9.98885,13.0997,7.68681,8.85422,8.85868,9.64983,10.4444,8.63763,7.64649,7.79596,8.26139,9.07001,10.1487,8.13703,8.0101,8.91691,9.82627,9.1347,7.94056,11.0561,7.46429,11.2953,9.47892,7.81237,8.5212,10.4788,11.283,9.48288,9.80043,7.53256,9.46509,7.49189,10.3767,8.52317,7.98937,10.9127,12.2123,10.9978,11.3827,7.22033,10.8543,7.36975,7.38364,8.49718,9.57546,7.60907,6.02632,8.80661,7.58147,8.37292,8.22708,10.4675,6.66789,10.1566,9.10118,10.1,8.81914,9.98527,8.96669,9.28889,9.07445,8.86357,8.97233,9.86103,9.40819,8.90097,7.62775,8.74231,6.30929,8.67332,8.35494,9.33723,7.52282,6.7959,8.48682,9.31552,7.16364,9.18562,9.93263,10.5592,7.74994,7.94944,6.51927,9.05178,7.66185,6.6745,8.00254,8.13347,8.13563,9.64076,8.34865,8.02826,8.37794,9.77991,9.56003,9.23611,5.91982,7.47537,7.23388,9.04105,10.8026,9.14046,7.75087,8.95849,5.3368,7.41607,9.56402,11.3056,7.2041,8.282,8.99273,8.57326,6.93811,7.48926,10.9074,7.30371,8.22675,8.45005,8.45828,10.2668,8.20193,8.08587,7.80335,8.36233,9.72839,8.54637,8.85758,9.61688,11.3516,6.15214,9.00947,8.59278,6.98148,9.6932,8.39655,8.3314,9.46818,7.11303,8.34132,7.49833,11.4642,7.639,6.99046,7.1505,7.85108,11.3481,9.43368,8.3491,8.95299,9.26622,9.43181,8.55884,9.27298,8.06563,9.58034,9.31244,6.52754,5.02016,9.43479,7.31027,11.2924,6.04394,7.63011,9.70701,8.21553,7.23989,8.06041,7.89961,7.33525,8.70409,9.98268,10.8251,5.33854,8.53529,7.61982,7.35658,7.46281,9.57093,8.73777,10.0432,8.76686,10.3129,11.2725,8.62536,9.20607,7.26939,9.88909,10.3378,8.36168,6.17898,8.89579,8.71108,9.26004,6.45925,9.5649,10.1386,8.24617,9.66036,8.15788,9.01512,9.02532,10.8216,8.51507,7.58252,7.73954,6.21507,7.95723,8.62884,9.86251,8.59954,9.07191,9.19807,9.84447,7.53254,8.17619
GSM2978763,IPF,1,6.92143,9.63785,8.56076,11.2563,8.52043,5.4001,8.10796,6.61947,10.8384,6.4615,7.08644,6.90552,8.35716,10.2015,6.38984,6.59872,10.0301,6.86426,10.0105,8.91538,6.95508,7.75937,7.59144,8.00992,6.72076,6.30448,5.90133,8.67378,7.39668,8.58636,6.7207,6.14191,7.10237,8.02173,7.10636,6.09812,11.4235,7.40421,11.8857,9.71992,8.44702,8.23337,8.76768,11.6678,6.75167,9.68603,8.74036,8.45708,6.88648,11.3008,9.07886,6.97076,12.0238,12.9929,12.2473,12.2626,8.45383,8.66566,7.30815,7.71906,8.98072,9.64946,6.32748,6.54545,8.01163,5.80062,6.18453,8.37742,10.1175,6.84389,8.07186,7.11274,7.52362,6.35332,8.35214,7.10381,7.42063,7.1313,7.00166,5.6155,7.90543,8.57031,6.69766,6.429,6.84352,7.20416,6.63457,8.24062,7.38164,9.32942,9.38903,8.44385,8.68855,8.15793,10.743,9.22746,10.6592,7.96382,7.72497,7.50993,6.7157,8.53139,8.96684,9.08984,6.93379,7.2601,10.4059,9.53377,8.57938,7.33105,8.28489,8.50453,9.4908,6.91336,9.49216,9.05237,10.8596,10.9579,7.89797,6.32588,8.2469,5.68969,6.60339,7.06115,7.95365,7.43444,9.11082,7.13959,6.80481,7.26314,8.25628,11.2743,6.91305,6.40683,9.67776,9.53526,8.62438,6.60856,6.22693,7.32496,6.45902,11.9424,6.05467,7.07294,7.22634,10.5608,6.87289,7.13815,7.0751,7.85535,9.76885,6.84193,8.17074,10.2648,7.3705,8.04427,8.86893,11.9279,5.95062,7.73341,8.03514,8.22343,11.9544,6.66874,7.70425,8.7244,9.50256,10.4078,7.23092,7.52399,7.42563,7.45067,7.76708,8.25564,6.20865,10.5512,8.32607,8.36028,6.6123,6.05045,10.1187,8.87762,5.64347,7.35683,7.41979,7.71912,6.90461,11.6255,9.25478,8.75394,10.2,8.62607,7.72765,7.92497,7.19696,6.90792,7.86489,6.67899,8.70422,8.55959,7.09241,6.78241,5.54223,10.207,9.70477,7.73712,8.86285,7.05752,9.19229,10.6953,9.19901,8.24667,8.76749,6.623,10.6092,5.99617,8.45421,7.07956,8.871,6.81494,9.5975,9.06695,8.32597,5.64387,6.5517,8.27218,7.07323,7.29454,7.32442,9.76301,7.91496,8.93116
GSM2978764,IPF,1,8.51403,7.52317,6.69361,11.2331,7.67186,7.00315,6.36201,8.49105,7.74643,8.51155,9.23817,8.68642,7.26445,5.8276,8.45018,8.76611,9.40126,10.6027,13.2073,7.04317,8.41955,8.59735,10.0113,10.5782,9.06607,7.47209,7.82451,6.60857,10.5118,10.5439,8.50283,7.61118,8.94338,9.53934,9.34289,8.04068,11.1159,7.1489,11.9204,9.5457,7.47421,8.88894,10.5878,11.1678,8.84829,9.68851,6.26218,9.69527,7.21002,10.9357,9.54287,7.86361,12.1901,12.8608,12.0794,12.0485,7.58814,11.4734,7.24507,7.03306,7.69467,9.97653,7.51774,7.20578,10.081,8.24957,8.13755,8.28414,10.0055,7.19913,10.087,9.14038,10.0957,9.0246,9.87871,8.80388,8.91571,9.28527,9.03373,8.10767,9.703,8.79904,8.93618,7.99158,8.97295,6.83207,8.59117,7.70459,9.27718,8.37675,6.44479,7.33462,7.14357,7.20095,8.96026,9.9403,9.31625,8.33619,7.2293,5.3712,9.15691,7.34915,6.85002,6.71016,7.27561,7.23867,10.1705,7.84184,6.91918,8.45212,9.91875,9.09539,10.2656,5.21461,7.12222,7.07789,8.52617,9.14073,9.14636,7.56113,8.915,4.89438,7.48703,9.44354,11.0347,7.65582,8.57348,9.53539,8.68852,7.65662,7.9577,10.9329,8.17749,8.0547,8.1398,7.12492,10.5424,7.99831,8.31126,6.94514,6.35008,8.84359,7.16658,9.95125,10.0641,10.7297,5.52778,9.0127,8.77149,6.66877,9.36062,8.37204,8.47598,9.06048,7.46811,8.42625,7.09501,9.63177,7.5098,6.45874,6.11742,7.4213,11.8215,10.3428,7.70269,9.05203,9.7549,8.92699,8.62507,9.45699,8.05908,9.3847,9.2498,5.50412,4.68174,8.63788,7.11677,11.8402,7.14259,7.44342,9.26715,8.35247,7.43693,8.01656,8.9566,5.66208,8.85979,9.91432,11.1534,5.46817,8.73063,7.12517,8.49685,6.99494,9.51939,8.53915,10.2735,8.72436,10.4184,11.7992,8.89267,9.23693,7.17411,10.5086,10.0966,7.94357,6.34016,8.98353,9.67457,10.4516,6.17503,10.1684,10.55,8.50256,10.592,8.39848,9.28739,8.82487,11.3422,8.49446,8.03319,7.83204,5.77724,7.29251,8.74523,9.95282,8.56125,8.96221,9.06948,9.61094,6.4241,8.19072
GSM2978765,IPF,1,8.10992,7.68993,6.99031,10.8476,7.62708,8.04348,6.46583,6.89639,8.69684,6.99079,8.2488,7.18037,7.27316,5.6521,6.62494,6.86158,9.22716,9.30188,13.4103,7.51311,6.97873,8.02998,8.20202,8.929,7.67919,6.26119,6.28585,7.38185,9.64054,9.26661,7.03719,6.18833,7.53971,8.73442,7.83856,6.72646,10.9666,7.36291,12.1049,9.8172,7.77107,9.06212,8.97208,11.2967,8.52209,10.3199,7.45755,9.20457,7.27303,10.3581,9.28516,8.4465,11.3924,12.5463,11.5286,11.583,7.27275,11.0541,7.2109,6.91512,7.90694,9.86564,6.52903,6.95352,9.63539,9.02644,6.50769,8.26544,9.69907,7.09997,8.53738,7.59933,8.20888,7.21839,8.0785,7.16773,7.81903,7.60614,7.40838,9.48143,8.28152,9.03591,7.25224,6.64042,7.28911,6.66421,7.14279,8.08035,7.96437,7.9722,6.80808,8.49304,7.46436,7.09937,9.37728,9.89315,9.93704,7.91862,7.54966,6.05576,7.76846,7.76233,7.39433,7.03017,8.08595,7.3013,10.2373,7.49514,7.86467,8.24882,8.50536,9.55846,9.61353,7.23659,7.66082,7.26264,9.09474,10.1061,8.07415,6.18962,9.07892,5.20027,6.9175,9.55857,11.7313,6.85235,8.39481,7.76616,6.93531,7.46461,8.57642,10.7931,7.0368,6.68405,8.82529,8.11852,11.2134,6.7255,6.62868,8.93277,7.6236,9.3153,8.1473,9.11849,10.0108,10.2225,4.8966,7.30257,7.64591,6.7805,9.45792,7.28874,8.44932,9.51551,7.5947,8.0555,7.21396,10.834,6.14129,6.35095,6.45521,7.965,10.8791,9.84112,6.89398,8.87746,9.35913,8.94265,6.97461,7.98244,7.31583,7.78402,7.77323,5.92624,4.61606,9.54947,7.27942,11.8244,5.08368,6.27765,10.1921,8.23842,6.90652,7.69759,8.10844,6.63581,8.21817,10.2115,10.3988,5.21085,9.10745,7.33127,7.54071,7.56459,8.13738,7.14626,8.31905,7.25707,9.44458,11.812,8.7297,7.63561,6.0895,10.0964,9.42231,7.87522,5.62002,7.51564,9.2747,10.0643,6.19061,8.77483,10.5066,8.62128,10.0075,8.39962,9.28332,9.27073,10.6676,7.12905,7.99907,7.69035,6.46226,8.34262,6.96225,8.3699,6.94529,7.6989,7.59287,10.1212,6.24991,7.94702
GSM2978766,IPF,1,6.28744,8.96571,8.34386,11.0563,8.22854,5.92508,7.55276,6.09533,10.3868,5.7512,7.28761,8.11126,7.95562,9.29356,4.79859,5.65958,10.1696,6.89826,10.316,7.58612,5.23908,6.84269,6.53675,6.87428,6.83876,5.183,4.41815,9.05279,7.31477,8.49212,5.80001,5.70307,6.58339,8.16989,6.92335,5.93233,11.304,7.83061,10.923,9.44602,8.46648,8.31124,7.7845,11.7685,5.98651,8.92335,7.7387,8.40983,7.4475,10.8294,8.92488,7.42369,11.7932,12.6821,12.2392,11.9404,7.26964,9.03875,7.54402,7.35216,8.44184,8.95813,5.50211,5.38642,8.91718,5.51953,5.56112,8.09519,10.2969,6.56648,7.26174,6.28101,6.87206,5.8154,7.56995,6.14205,6.73069,6.50871,6.31675,6.70575,7.36431,8.62146,5.89857,6.15536,5.66024,6.89372,6.37851,7.89697,7.02665,8.27883,7.07753,8.31649,8.30936,7.62247,9.92398,8.82275,9.99928,7.82194,7.42602,6.64275,5.74555,7.68261,9.06277,8.77909,6.03941,7.6247,10.6491,8.90106,8.62265,7.69807,7.90958,7.49174,9.55221,7.48903,7.71853,6.50159,10.0195,10.1874,7.49045,5.80488,8.18004,5.46081,7.09641,7.38061,8.24847,7.65074,8.11254,6.13783,6.17214,6.45844,8.56858,11.137,7.03206,5.38924,8.88252,9.12466,8.32108,6.29391,5.69018,7.97898,4.94251,8.1042,6.27023,7.02738,7.31091,11.3473,6.24853,6.34948,7.13916,6.95481,10.228,6.14888,8.08156,10.1348,7.15569,8.22427,8.26038,10.9001,4.76502,7.12079,7.60897,8.02718,11.1392,6.55016,7.78884,8.84161,9.4592,9.57429,6.84407,5.84939,6.96048,6.83717,6.29956,8.62455,5.89861,7.83167,7.22762,9.16611,6.67876,5.55869,10.2701,8.41834,6.02776,7.51392,8.38497,7.70691,6.66025,11.3853,9.13284,8.29141,9.71963,7.17263,7.58946,8.09958,5.32851,5.76397,7.06955,5.85996,8.65544,9.64433,7.47628,6.27954,4.82651,9.82099,10.5312,8.07942,7.46845,5.96409,8.86354,9.24679,7.70569,7.91762,8.63547,6.99382,9.7796,7.11887,8.89367,7.39041,7.74107,6.0007,8.26913,8.96481,7.36953,5.74435,5.89023,8.02357,6.34064,6.66663,5.78905,9.35444,8.33236,7.69744
GSM2978767,IPF,1,9.44229,8.11175,7.32612,10.8011,7.22947,9.21524,6.76055,8.74743,8.40348,8.87997,9.52767,7.99405,7.41834,6.21453,8.77858,9.28065,9.32778,10.1924,13.3974,6.9144,8.85047,8.49466,9.81329,10.3272,9.18359,8.26064,7.53381,7.55915,9.30154,9.7201,8.48682,8.76597,9.58819,10.5156,9.098,8.65558,11.4041,7.51643,11.1591,10.3238,8.20039,8.75744,11.2081,11.5452,10.0707,10.4642,8.09791,9.69608,8.17443,10.2482,8.40289,8.50144,10.8477,12.1127,11.2718,11.534,7.24368,11.8051,8.14618,6.90958,7.97997,8.81399,8.34968,7.29368,8.41259,7.11881,8.92066,8.40128,9.87157,6.47383,10.6774,9.57947,10.8187,9.20885,10.3103,9.75126,9.77308,9.80701,9.22079,10.4253,10.7163,9.17562,9.1794,8.29029,9.35073,6.51253,8.7524,7.99769,9.60598,7.31808,7.10961,8.07852,8.32403,7.22368,9.25287,10.1425,9.44331,7.9266,7.4213,7.07845,7.52101,7.14031,7.5426,7.45621,8.22595,7.49102,10.5175,7.58899,8.66698,8.821,10.605,7.84151,9.29752,6.2608,7.7457,7.85488,9.39074,9.62345,9.72793,8.60496,9.61588,5.17436,7.6631,9.25382,11.6221,7.03824,8.12468,9.37363,9.55592,7.34631,8.34176,11.1088,7.71757,8.72404,8.03295,8.1481,10.452,8.29766,7.83279,8.02953,8.75852,8.30624,10.0919,9.30875,10.05,11.1938,5.75701,9.35126,8.6536,6.90721,10.0159,8.90378,8.90768,9.21932,7.3972,7.8952,7.65516,10.3282,7.93373,6.28848,6.48817,7.80334,10.8687,10.3129,8.19849,9.40433,9.44037,8.96987,9.243,8.99898,8.75791,10.0936,9.9801,6.46059,5.35252,8.07798,6.74822,11.101,5.59633,8.39311,9.00146,7.19542,7.11475,8.24344,7.9184,6.22876,8.8856,10.442,10.9969,5.39899,9.00513,7.50967,9.26686,7.44193,9.26031,9.34515,10.3856,9.26428,10.923,11.3666,8.84538,9.05153,7.86367,10.0498,10.0168,8.66211,6.36285,8.96818,8.7062,8.67451,6.34678,10.9354,10.0965,9.09296,9.91271,8.61226,9.50857,9.97212,10.9883,8.88268,7.66274,7.78392,7.05901,8.68388,9.25364,10.5665,9.25757,9.27817,9.81611,9.88301,6.81758,7.49626
GSM2978768,IPF,1,6.69257,8.58547,8.04029,11.1405,8.13869,5.70917,6.87641,5.90919,8.03198,5.63498,6.51649,7.17829,8.7194,7.58161,4.76757,5.45505,8.43417,6.30139,8.00932,8.74686,5.28131,7.49116,6.06672,6.62612,8.08277,4.26864,4.48453,8.37136,6.37559,8.22006,5.51,4.53688,6.15635,8.58524,6.93623,6.02928,11.4033,8.49585,10.5676,7.87089,6.80971,7.74621,6.57204,12.1363,5.66729,9.39276,8.834,8.00641,7.00675,11.186,9.40948,6.9933,11.8249,12.6907,12.2301,11.9976,7.62154,9.71583,6.9329,7.13833,9.65661,9.28679,4.88197,6.5405,9.99418,5.38084,4.97263,9.23973,10.0587,6.03653,6.68851,5.47556,6.14998,5.47929,6.65062,5.80952,6.13893,5.94277,5.67175,7.07068,7.46297,8.00895,4.86512,6.64832,5.04452,6.4448,5.42159,7.16619,6.99864,8.10022,6.26561,8.31518,8.36701,6.74709,9.12621,9.00704,11.4436,8.19945,7.50129,5.7315,5.48032,6.96926,7.2929,8.77738,4.41589,7.67196,9.85206,6.90645,7.81961,7.00383,7.18009,7.68366,10.9336,5.69612,8.33529,9.67199,8.97007,9.45876,7.18005,4.37731,8.39212,4.50053,7.35974,6.25342,8.46809,7.83666,8.56338,5.83386,5.12601,5.95355,7.66562,10.9817,7.44415,5.11299,9.06198,9.8926,8.15497,6.11038,5.10912,6.70256,4.17738,9.02323,6.54166,6.80554,6.63835,11.9309,5.8002,5.93574,6.52592,7.99889,10.7342,5.80117,8.27104,9.82733,6.67072,8.42126,8.14447,11.2379,5.02329,6.7991,6.87853,7.38018,12.023,5.76406,8.46924,8.08617,9.47108,10.0182,6.60295,6.15178,7.0121,6.27423,6.30661,6.27278,5.22808,9.95856,7.65971,8.81022,5.98643,5.03698,9.24489,7.45422,5.59728,7.47164,7.66895,9.01937,7.02677,10.8522,8.13536,6.22987,9.48064,7.78885,8.04784,7.56124,5.0659,5.38648,5.82397,5.89276,7.48071,8.57771,6.70329,5.53345,5.91975,10.2435,11.1194,8.22621,6.93722,5.58877,8.9709,9.59483,5.9884,7.52141,9.60307,6.2693,10.4006,6.52891,8.39326,6.92313,6.57658,5.81436,9.31993,7.62766,7.59413,5.0867,5.21814,6.79555,5.72259,6.59662,4.7441,10.0023,8.12693,8.86693
GSM2978769,IPF,1,7.52725,8.33439,7.64737,8.75077,7.75047,5.72927,6.79202,6.91391,8.95328,7.39957,7.89142,8.50736,7.54533,8.75857,6.97579,7.38608,8.94731,8.36023,11.0659,7.41916,6.91518,7.91587,7.62442,8.85576,8.27998,6.00426,5.51025,7.90829,8.16603,9.26516,6.98734,6.49798,7.64896,9.02711,8.01955,7.02901,10.7319,7.74321,11.3237,9.35956,8.25535,8.79054,9.61483,11.3246,7.44784,9.56166,7.6268,8.73758,6.92283,10.6778,8.52319,7.48812,11.6424,12.416,11.9564,11.9891,7.51217,10.2967,7.30355,6.90308,8.31803,9.16713,6.56625,8.7266,9.27928,7.69897,7.12057,7.83945,8.38878,6.24946,8.93315,7.88759,8.96287,7.89527,8.2079,8.07886,7.99133,7.98892,7.71565,7.12591,9.48445,7.84456,7.25078,6.74155,7.45318,6.63281,7.4254,7.29089,8.15443,8.83966,7.6582,7.26567,7.58073,7.21034,9.60866,9.05299,9.28344,7.55788,7.83317,5.27914,7.23435,7.25732,7.71802,8.08554,7.72997,7.21258,10.1927,7.05417,6.88137,7.38362,8.89513,6.92203,9.76818,6.71764,7.53496,7.1214,9.26136,9.15836,8.13351,7.1618,8.68594,4.99007,6.65295,7.35421,9.24563,7.44022,8.29215,8.03476,7.77901,7.58776,8.54858,10.9025,7.13326,6.4517,8.59577,8.16705,9.27857,6.62855,6.48608,7.13656,5.53232,8.30283,6.77662,8.37918,7.84667,9.86088,4.98515,7.79475,7.83725,6.49086,8.6836,7.24789,8.14491,9.34585,6.545,7.45683,7.97106,10.3352,6.00896,6.73212,6.85152,7.94043,10.7422,8.41529,6.25604,8.56784,9.29192,9.0376,7.62268,7.71046,7.41559,7.99153,8.24437,6.92016,5.55731,7.55774,7.098,9.53501,6.21384,6.51659,9.39527,7.61856,6.17197,7.74042,9.72718,7.13078,7.46779,10.8011,10.1179,6.91256,9.41835,7.78375,6.17832,7.57439,7.80297,7.44321,8.78043,7.41139,9.40262,9.32526,7.10919,8.07361,5.93164,10.2353,9.02145,7.77836,6.84121,7.66767,8.29927,9.02406,6.6449,9.23851,9.47269,7.38887,9.93922,7.5132,8.889,7.59807,9.45963,7.2892,8.6255,7.87996,6.40048,6.22217,7.54506,9.13682,7.4946,7.65142,8.11992,9.27862,7.53063,7.10424
GSM2978770,IPF,1,9.42727,8.35113,8.02495,9.77944,7.56382,8.37723,6.85386,8.73804,8.97789,9.14256,9.49705,8.05709,7.45285,7.09144,9.06155,9.48446,9.70939,9.87414,13.4913,7.25406,8.92135,8.75007,9.85391,10.462,9.27912,8.61149,7.49249,8.25901,9.96908,9.72274,8.71686,8.48732,9.30349,10.385,9.2467,8.62824,11.0318,8.5017,11.6682,9.87908,7.38383,9.16939,10.8295,11.8567,9.8349,10.4085,6.5351,9.85583,7.96975,10.4828,8.47303,8.48423,11.5789,12.427,11.8377,11.8198,7.25029,12.1574,8.33371,6.96852,7.38519,9.37062,7.96612,6.72568,8.70197,8.22441,8.91581,8.3937,8.73602,6.72459,10.582,9.53735,10.8883,9.64942,10.3665,9.71934,9.74289,9.51244,9.48208,9.26961,10.6256,8.84941,9.19862,8.92811,9.52384,6.37774,8.77996,7.05947,9.58485,8.05098,7.25543,8.18501,8.61877,7.38059,8.93448,10.2352,9.57938,8.20746,7.3927,7.3586,8.09265,7.32964,7.68857,7.2465,8.35223,7.31819,10.5118,7.30424,8.04519,8.816,10.2795,7.51213,9.00119,7.4195,7.3033,6.54078,9.03395,9.90029,9.59462,8.7693,9.43536,5.12296,8.0861,9.22134,10.8931,7.8433,7.76359,9.42024,9.47767,7.63952,8.29579,11.1071,8.04486,8.85973,8.32466,8.28163,10.8969,8.53176,7.90021,7.83735,9.30047,7.81293,9.21348,9.35262,10.172,10.1231,5.20461,9.56116,8.6173,6.49576,10.015,8.79254,8.73566,9.34324,7.28856,8.09383,7.64393,11.4605,8.33955,6.75095,7.02664,7.45411,11.6991,10.6452,7.55427,9.30049,9.49578,9.38037,9.0945,9.07845,8.77472,9.94222,9.88677,6.97729,5.47387,7.58783,7.31662,10.652,6.38559,8.47947,8.51709,8.4237,7.31761,8.54035,8.15193,6.66083,9.56989,10.8614,11.1535,6.96151,9.10959,7.05834,7.20862,7.31996,9.89629,9.46512,10.5521,9.41192,10.9011,11.2869,9.01363,9.1239,7.72622,9.72671,9.42944,8.33929,7.03822,9.14031,8.83815,8.81622,6.95254,11.0097,10.4223,8.69933,10.2814,8.70678,9.61338,9.34093,10.9464,8.94209,7.79567,8.21428,8.57399,8.31721,9.16733,10.8031,9.24541,9.49369,9.89771,9.3639,7.13544,8.29537
GSM2978771,IPF,1,7.05471,8.45292,7.81014,11.0804,7.76986,7.02819,7.06454,6.41291,9.96053,6.2902,7.1291,7.60632,7.95394,8.40414,5.43664,6.15751,9.3797,6.45291,10.9764,7.70978,5.85988,7.71645,7.03892,7.29726,7.21253,5.35172,5.31887,8.29387,6.82401,8.2116,6.0924,5.36526,6.94111,8.11024,7.06019,6.52729,10.9678,8.53195,11.2186,9.95885,8.05718,8.84854,7.90917,11.1533,6.9805,9.56771,8.15063,8.73813,7.1998,10.9277,9.2221,8.15605,11.4535,12.5291,11.7819,11.9057,7.35598,8.62543,7.39558,6.45432,8.40183,9.95391,5.67136,7.07189,9.21807,6.37586,5.57801,8.51408,10.4271,6.32357,7.73851,6.5995,7.26334,6.41959,7.80877,6.64967,7.23549,6.59993,6.63868,8.35306,7.94237,8.63926,5.94749,6.5648,5.83937,6.5103,6.46009,8.07683,7.17273,7.82784,6.62466,8.58383,7.50454,7.26881,9.59364,8.93114,10.4471,7.87569,7.95703,6.73513,6.33546,7.7089,7.44526,7.87383,6.99646,7.67772,10.2802,8.49182,8.27424,7.79942,7.77244,7.82566,9.50888,7.26849,8.13692,7.83444,9.63512,10.252,7.77818,5.91153,8.3856,5.30161,6.81822,8.69277,9.91038,7.39964,8.2723,6.62646,6.48833,6.4623,8.67288,11.1376,7.04767,6.15379,8.69898,8.7311,10.1788,6.51072,5.45907,7.43772,4.75338,8.84973,6.62629,7.89673,7.75753,11.1855,5.83695,6.57287,7.62727,6.88109,9.72117,6.46981,8.81244,9.80901,7.21435,8.25539,8.18536,11.4238,5.31872,6.49866,7.27075,7.81768,11.4299,7.14852,7.88034,8.81363,9.33296,9.85016,7.01862,6.45958,7.00653,6.82042,7.10758,6.81233,5.87205,8.77153,7.36819,9.51622,5.62884,5.59327,9.13879,7.96225,6.04449,7.68557,8.46156,6.91004,7.2516,10.8076,9.43846,5.94636,9.21357,7.89387,8.01812,7.07032,6.45422,6.35386,7.73396,6.41192,8.66005,10.8264,7.92516,6.16652,5.06106,9.64741,10.3603,8.0852,7.29725,6.53454,9.22988,9.24582,6.16569,7.83379,9.03086,8.09481,9.73466,7.79918,8.98583,8.38814,9.00169,6.5655,8.39427,7.8783,7.65747,6.4019,6.10469,7.95278,6.48856,6.7438,6.54216,10.153,7.68636,8.41974
